name,family,genus,species,rank,reference,publication,publicationYear,distribution,id,bhlLink,remarks,url,citationType,source,doi
Davilla alata,Dilleniaceae,Davilla,alata,spec.,Annuaire Conserv. Jard. Bot. Genève 4: 217. 1900 ,Annuaire Conserv. Jard. Bot. Genève,1900,Brazil (Southern America),77008-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1900&rft.spage=217&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/52147&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/77008-2,tax_nov,IPNI,NA
Davilla aymardii,Dilleniaceae,Davilla,aymardii,spec.,Brittonia 60(4): 359 (-361; fig. 3). 2008 [1 Dec 2008] ,Brittonia,2008,"Bahia (Brazil Northeast, Brazil, Southern America)",77099654-1,NA,NA,www.ipni.org/n/77099654-1,tax_nov,IPNI,NA
Davilla bahiana,Dilleniaceae,Davilla,bahiana,spec.,Novon 17(3): 282 (-284; fig. 1). 2007 [10 Sep 2007] ,Novon,2007,"Bahia (Brazil, Southern America)",77083940-1,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/11159356&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/77083940-1,tax_nov,IPNI,NA
Davilla bilobata,Dilleniaceae,Davilla,bilobata,spec.,Novon 17(3): 284 (fig. 2). 2007 [10 Sep 2007] ,Novon,2007,"Bahia (Brazil, Southern America)",77083941-1,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/11159358&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/77083941-1,tax_nov,IPNI,NA
Davilla cearensis,Dilleniaceae,Davilla,cearensis,spec.,"Bull. Herb. Boissier ser. 2, 1: 312. 1901 ",Bull. Herb. Boissier,1901,Brazil (Southern America),77014-2,NA,NA,www.ipni.org/n/77014-2,tax_nov,IPNI,NA
Davilla coriacea,Dilleniaceae,Davilla,coriacea,spec.,Pl. Ecol. Evol. 151(3): 424. 2018 [28 Nov 2018] ,Pl. Ecol. Evol.,2018,"Bahia (Brazil Northeast, Brazil, Southern America)",77192413-1,NA,doi:10.5091/plecevo.2018.1380,www.ipni.org/n/77192413-1,tax_nov,IPNI,https://doi.org/10.5091/plecevo.2018.1380
Davilla cuatrecasasii,Dilleniaceae,Davilla,cuatrecasasii,spec.,Acta Bot. Venez. 25(2): 153 (-159; fig. 1). 2002 ,Acta Bot. Venez.,2002,"Piraçununga, Cerrado de Cachoeira-Emas, Sao Paulo (Brazil, Southern America)",328428-2,NA,NA,www.ipni.org/n/328428-2,tax_nov,IPNI,NA
Davilla hirsuticarpa,Dilleniaceae,Davilla,hirsuticarpa,spec.,Pl. Ecol. Evol. 150(3): 368. 2017 [22 Nov 2017] ,Pl. Ecol. Evol.,2017,"Bahia (Brazil Northeast, Brazil, Southern America);Espírito Santo (Brazil Southeast, Brazil, Southern America);Rio de Janeiro (Brazil Southeast, Brazil, Southern America);",77173929-1,NA,doi:10.5091/plecevo.2017.1326,www.ipni.org/n/77173929-1,tax_nov,IPNI,https://doi.org/10.5091/plecevo.2017.1326
Davilla kubitzkii,Dilleniaceae,Davilla,kubitzkii,spec.,"Brittonia 50: 51, fig. 1998 ",Brittonia,1998,"Ca. 30-35 km from Tucurui; 25 km on old BR 422, then 5-10 km E on old railroad bed, edge of 'campinarana,' 3°58'S, 49°37'W, Pará (Brazil, Southern America)",315369-2,NA,[Gandhi 8 Apr 1998],www.ipni.org/n/315369-2,tax_nov,IPNI,NA
Davilla lanosa,Dilleniaceae,Davilla,lanosa,spec.,Rodriguésia 61(Sup.): 2 (-3; fig. 1). 2010 ,Rodriguésia,2010,"Rondônia (Brazil North, Brazil, Southern America);Amazonas (Brazil North, Brazil, Southern America);",77113760-1,NA,NA,www.ipni.org/n/77113760-1,tax_nov,IPNI,NA
