name,family,genus,species,rank,reference,publication,publicationYear,distribution,id,bhlLink,remarks,url,citationType,source,doi
Anchusa cruciata,Boraginaceae,Anchusa,cruciata,spec.,Linnaea 4(4): 438 (-439). 1829 [post Oct 1829] ,Linnaea,1829,Brazil (Southern America),12532-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=438&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/12532-2,tax_nov,IPNI,NA
Anchusa stoechadifolia,Boraginaceae,Anchusa,stoechadifolia,spec.,Linnaea 4(4): 439 (-440). 1829 [post Oct 1829] ,Linnaea,1829,Brazil (Southern America),12541-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=439&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/12541-2,tax_nov,IPNI,NA
Antiphytum bornmuelleri,Boraginaceae,Antiphytum,bornmuelleri,spec.,"Repert. Spec. Nov. Regni Veg. 3: 24. 1906 , as 'Bornmülleri'",Repert. Spec. Nov. Regni Veg.,1906,Brazil (Southern America),15868-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/233266&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/15868-2,tax_nov,IPNI,NA
Auxemma glazioviana,Boraginaceae,Auxemma,glazioviana,spec.,"Bot. Jahrb. Syst. 15(2, Beibl. 34): 11. 1892 [5 Apr 1892] ",Bot. Jahrb. Syst.,1892,Brazil (Southern America),27173-2,NA,NA,www.ipni.org/n/27173-2,tax_nov,IPNI,NA
Cordia acutifolia,Boraginaceae,Cordia,acutifolia,spec.,Fl. Bras. (Martius) 8(1): 11 (-12). 1857 [28 Feb 1857] ,Fl. Bras. (Martius),1857,Brazil (Southern America),274882-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146271&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/274882-2,tax_nov,IPNI,NA
Cordia araripensis,Boraginaceae,Cordia,araripensis,spec.,Rodriguésia no. 41: 180. 1976 ,Rodriguésia,1976,Brazil (Southern America),65191-2,NA,NA,www.ipni.org/n/65191-2,tax_nov,IPNI,NA
Cordia asterophora,Boraginaceae,Cordia,asterophora,spec.,Fl. Bras. (Martius) 8(1): 5 (-6). 1857 [28 Feb 1857] ,Fl. Bras. (Martius),1857,Brazil (Southern America),274888-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146268&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/274888-2,tax_nov,IPNI,NA
Cordia bahiensis,Boraginaceae,Cordia,bahiensis,spec.,Prodr. [A. P. de Candolle] 9: 489. 1845 [1 Jan 1845] ,Prodr. [A. P. de Candolle],1845,"Bahia (Brazil, Southern America)",274893-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162856&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/274893-2,tax_nov,IPNI,NA
Cordia brachypoda,Boraginaceae,Cordia,brachypoda,spec.,Prodr. [A. P. de Candolle] 9: 487. 1845 [1 Jan 1845] ,Prodr. [A. P. de Candolle],1845,Brazil (Southern America),274903-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162854&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/274903-2,tax_nov,IPNI,NA
Cordia calocephala,Boraginaceae,Cordia,calocephala,spec.,Linnaea 4(4): 488 (-489). 1829 [post Oct 1829] ,Linnaea,1829,Brazil (Southern America),65230-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=488&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/65230-2,tax_nov,IPNI,NA
