name,family,genus,species,rank,reference,publication,publicationYear,distribution,id,bhlLink,remarks,url,citationType,source,doi
Crinodendron brasiliense,Elaeocarpaceae,Crinodendron,brasiliense,spec.,"Sellowia no. 9: 20, tab. 1. 1958 ",Sellowia,1958,"Santa Catarina (Brazil, Southern America)",69435-2,NA,NA,www.ipni.org/n/69435-2,tax_nov,IPNI,NA
Lecostemon amazonicum,Elaeocarpaceae,Lecostemon,amazonicum,spec.,Hooker's J. Bot. Kew Gard. Misc. 5: 295. 1853 ,Hooker's J. Bot. Kew Gard. Misc.,1853,"sandy campos about Santarem, on the Amazon, Brazil (Southern America)",319663-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1853&rft.spage=295&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/236&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,[Gandhi 18 Apr 2000],www.ipni.org/n/319663-2,tax_nov,IPNI,NA
Sloanea brachytepala,Elaeocarpaceae,Sloanea,brachytepala,spec.,Trop. Woods 76: 22. 1943 ,Trop. Woods,1943,"Amazonas (Brazil, Southern America)",237385-2,NA,NA,www.ipni.org/n/237385-2,tax_nov,IPNI,NA
Sloanea bracteosa,Elaeocarpaceae,Sloanea,bracteosa,spec.,Arq. Inst. Biol. Veg. 2(2): 168. 1935 [Dec 1935] ,Arq. Inst. Biol. Veg.,1935,"Amazonas (Brazil, Southern America)",237386-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1935&rft.issue=2&rft.spage=168&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/115964&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/237386-2,tax_nov,IPNI,NA
Sloanea cymosa,Elaeocarpaceae,Sloanea,cymosa,spec.,Opusc. Neotrop. 2: 7. 2016 [13 Jul 2016] ,Opusc. Neotrop.,2016,"Acre (Brazil North, Brazil, Southern America)",77155987-1,NA,NA,www.ipni.org/n/77155987-1,tax_nov,IPNI,NA
Sloanea dubia,Elaeocarpaceae,Sloanea,dubia,spec.,Brazil. J. Bot. 35(1): 120. 2012 ,Brazil. J. Bot.,2012,"Amazonas (Brazil North, Brazil, Southern America)",77125726-1,NA,NA,www.ipni.org/n/77125726-1,tax_nov,IPNI,NA
Sloanea duckei,Elaeocarpaceae,Sloanea,duckei,spec.,Contr. Gray Herb. 175: 44. 1954 ,Contr. Gray Herb.,1954,"Amazonas (Brazil, Southern America)",237401-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1954&rft.spage=44&rft.volume=175&rft_id=http://www.biodiversitylibrary.org/bibliography/59986&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/237401-2,tax_nov,IPNI,NA
Sloanea eichleri,Elaeocarpaceae,Sloanea,eichleri,spec.,"Fl. Bras. (Martius) 12(3): 183, t. 28, fig. 1. 1886 [1 Nov 1886] ",Fl. Bras. (Martius),1886,Brazil (Southern America),237404-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/143636&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/237404-2,tax_nov,IPNI,NA
Sloanea excelsa,Elaeocarpaceae,Sloanea,excelsa,spec.,Arq. Inst. Biol. Veg. 2(2): 161. 1935 [Dec 1935] ,Arq. Inst. Biol. Veg.,1935,"Amazonas (Brazil, Southern America)",237409-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1935&rft.issue=2&rft.spage=161&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/115964&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/237409-2,tax_nov,IPNI,NA
Sloanea fasciculata,Elaeocarpaceae,Sloanea,fasciculata,spec.,Kew Bull. 66(4): 512. 2012 [5 Mar 2012] [epublished],Kew Bull.,2012,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",77117175-1,NA,"doi:10.1007/s12225-012-9322-3 [epublished] pdf Published online: 03 March 2012 but website states Online First, 5 March 2012",www.ipni.org/n/77117175-1,tax_nov,IPNI,https://doi.org/10.1007/s12225-012-9322-3
